"Comparison","Taxa","mean.group1.","variance.group1.","std.err.group1.","mean.group2.","variance.group2.","std.err.group2.","pvalue","qvalue","Significance","Group"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Gracilibacteria|o__Candidatus_Peregrinibacteria|f__Candidatus_Peregrinibacteria",5.92702624410883e-06,6.80749006160744e-10,4.23254622308439e-06,4.09446646393612e-05,1.69403556872154e-08,3.60985357546806e-05,0.502497502497502,0.514750603806654,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae",0.00202600991173931,2.8814764603281e-05,0.000870794625060186,0.00112028857421927,9.40899464163692e-06,0.000850746036480603,0.510489510489511,0.520870545528336,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae",3.92050984908391e-05,2.74092019685501e-08,2.68569318546638e-05,1.1906491180862e-05,1.84293891911927e-09,1.1906491180862e-05,0.515484515484515,0.523896389491295,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae",0.000324498106354696,8.74642381367046e-07,0.000151713232029434,0.000174115073418396,1.5301707885087e-07,0.000108492140392703,0.520479520479521,0.526898501344742,"ns","non-infecte"
"non-infecte - acanthocephale","k__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__SCGC_AAA286-E23",1.3789645215125e-05,3.73550345949019e-09,9.91477294839186e-06,4.76259647234479e-06,2.94870227059084e-10,4.76259647234479e-06,0.527472527472527,0.53189190124952,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Rubritaleaceae",0.0731685748977983,0.00339200643501144,0.00944792713970335,0.0891692611499257,0.00734643885958777,0.0237720567369917,0.536463536463537,0.535688017544854,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__PB19|f__PB19",0.000732076425508889,2.8916957587138e-06,0.000275857312406718,0.000459156512382091,1.12532760530491e-06,0.000294217032046976,0.536463536463537,0.535688017544854,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__WPS-2|c__WPS-2|o__WPS-2|f__WPS-2",0.000125617724332573,2.61213126439318e-07,8.29097680803652e-05,0.000875546881991317,8.05305672963413e-06,0.000787061561937532,0.537462537462537,0.535688017544854,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Dietziaceae",0.00107327036036465,3.33225205156513e-06,0.000296126397780137,0.00161081612776218,7.35761879599968e-06,0.000752310226313162,0.546453546453546,0.542554536099744,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Latescibacterota|c__Latescibacterota|o__Latescibacterota|f__Latescibacterota",2.2083640588383e-05,9.05940106317785e-09,1.54403785943305e-05,1.07158420627758e-05,1.49278052448661e-09,1.07158420627758e-05,0.553446553446553,0.547392292195025,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae",0.00275900735595847,0.0002084474361587,0.00234210564370644,0.000270911226829244,3.07294369542213e-07,0.000153746637122,0.569430569430569,0.556189088959245,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__Oligoflexaceae",7.20743791549625e-05,4.85975931724266e-08,3.57614880961815e-05,0.000363096111648745,1.39838440832002e-06,0.000327975656732679,0.569430569430569,0.556189088959245,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Archaea|p__Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae",0.000302422591381308,9.21789840992837e-07,0.000155748603186508,0.000578890646898673,2.16232922480638e-06,0.000407839450388015,0.57042957042957,0.556189088959245,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Microscillaceae",0.000209821634481829,5.06413623842614e-07,0.000115441215827137,0.000406487219795269,8.18419678050933e-07,0.000250909066894905,0.572427572427572,0.556189088959245,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Shewanellaceae",0.00830199804802552,0.000364854230532023,0.00309861696878846,0.0053682707429017,0.000118651893360542,0.00302110389097126,0.575424575424575,0.556189088959245,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae",0.000473045865526154,2.07564130703471e-06,0.000233713798605919,0.00103874791633129,9.25630704167258e-06,0.000843814919630009,0.575424575424575,0.556189088959245,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae",0.00239326142612697,3.11338580832235e-05,0.000905158579930429,0.0158706926880437,0.00258840597301721,0.0141105687968471,0.577422577422577,0.556189088959245,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__NS11-12_marine_group",0.000164304084138491,2.53393529492976e-07,8.16593581662931e-05,0.0011802863651246,1.47336817648589e-05,0.00106459388301755,0.58041958041958,0.556997534529181,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Obscuribacterales|f__Obscuribacteraceae",3.80931477229594e-06,5.51413403308419e-10,3.80931477229594e-06,0.000147748183368927,2.83783833954636e-07,0.000147748183368927,0.588411588411588,0.560499751467682,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Gracilibacteria|o__Candidatus_Peribacteria|f__Candidatus_Peribacteria",4.53489853844755e-07,7.81481580652522e-12,4.53489853844755e-07,0.000116407659624003,1.76159661848791e-07,0.000116407659624003,0.588411588411588,0.560499751467682,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae",0.000111519139606489,1.22555981968607e-07,5.67904694489006e-05,0.000214499971195395,2.58423236583272e-07,0.000140991880994636,0.592407592407592,0.56223154624058,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae",4.28725594795516e-06,6.98461415404523e-10,4.28725594795516e-06,0,0,0,0.603920903906795,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Bacilli|o__Thermoactinomycetales|f__Thermoactinomycetaceae",0.000110052140610516,4.53883115868279e-07,0.000109289947034709,0,0,0,0.603920903906795,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__Brocadiae|o__Brocadiales|f__Scalinduaceae",7.89823463172789e-06,2.37052019131738e-09,7.89823463172789e-06,0,0,0,0.603920903906795,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae",0.00158972235693924,1.35161815257001e-05,0.000596396669607085,0.00106634985837402,4.3318634122542e-06,0.000577252338653636,0.605394605394605,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Demequinaceae",0.00447371828276982,5.30877010717974e-05,0.00118196648220129,0.00597019281221797,7.76758108513273e-05,0.00244439407076253,0.607392607392607,0.56266250710693,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__CCM11a|f__CCM11a",1.96814596568624e-05,1.47196744605386e-08,1.96814596568624e-05,6.37452135266964e-05,4.87090029902391e-08,6.12114889858477e-05,0.617382617382617,0.56266250710693,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Microgenomatia|o__Candidatus_Curtissbacteria|f__Candidatus_Curtissbacteria",4.59148527558643e-06,8.01106007365225e-10,4.59148527558643e-06,2.55080744650261e-05,8.45860421787312e-09,2.55080744650261e-05,0.617382617382617,0.56266250710693,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__EV818SWSAP88|f__EV818SWSAP88",7.12585688429034e-06,1.92955778074474e-09,7.12585688429034e-06,0,0,0,0.620164904733227,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae",7.12585688429034e-06,1.92955778074474e-09,7.12585688429034e-06,0,0,0,0.620164904733227,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Sanguibacteraceae",8.09329227935887e-06,2.48905243692693e-09,8.09329227935887e-06,0,0,0,0.620164904733227,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae",2.23381156756982e-06,1.89616736537532e-10,2.23381156756982e-06,0,0,0,0.620164904733227,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae",5.5121862187995e-06,1.15459948260748e-09,5.5121862187995e-06,0,0,0,0.620164904733227,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae",0.000442543688437427,1.5720341123481e-06,0.000203394490451444,0.000296141213523897,2.49093452702332e-07,0.000138423389726073,0.623376623376623,0.56266250710693,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Lentisphaerales|f__Lentisphaeraceae",0.000544153744277308,1.19942792594987e-06,0.000177662299850459,0.0013352026472655,1.63079101337953e-05,0.00112002438619727,0.623376623376623,0.56266250710693,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__Pla4_lineage|o__Pla4_lineage|f__Pla4_lineage",3.58474795928802e-05,1.78907471805364e-08,2.16981367017978e-05,2.04546384301747e-05,5.43909903301933e-09,2.04546384301747e-05,0.641358641358641,0.576663946809244,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__NS7_marine_group",2.48343441711039e-05,1.02711529765209e-08,1.64406052012123e-05,0.000129333032558839,2.17451433041254e-07,0.000129333032558839,0.643356643356643,0.576663946809244,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Parcubacteria|o__Candidatus_Kaiserbacteria|f__Candidatus_Kaiserbacteria",2.28757541686099e-05,8.68529866104522e-09,1.51182171925177e-05,0.000498784888919132,3.18439945037716e-06,0.000494928079497583,0.65034965034965,0.577175627329927,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae",7.84535050402907e-05,1.28168420540284e-07,5.80762703013265e-05,0.00013500132377681,1.09186740149425e-07,9.16459492366916e-05,0.652347652347652,0.577175627329927,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae",5.55315604368483e-05,1.17182659772951e-07,5.55315604368483e-05,2.3812982361724e-06,7.3717556764771e-11,2.3812982361724e-06,0.653730850297007,0.577175627329927,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae",0.000342710865197994,1.50398797332561e-06,0.000198943788234239,0.000187475599483425,2.16006274241148e-07,0.00012890254942909,0.655344655344655,0.577175627329927,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__Nisaeaceae",5.34500463453218e-05,3.50933544414412e-08,3.03892962637562e-05,3.00774494322881e-05,1.17604885365741e-08,3.00774494322881e-05,0.656343656343656,0.577175627329927,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae",0.0116103664230357,0.0001603384453933,0.00205412579300974,0.00857011522899643,0.000405713272882974,0.00558647592840874,0.657342657342657,0.577175627329927,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__SS1-B-02-17|f__SS1-B-02-17",1.69936449009273e-05,3.53576436818291e-09,9.64605778241327e-06,2.04546384301747e-05,5.43909903301933e-09,2.04546384301747e-05,0.662337662337662,0.578503230843049,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sneathiellales|f__Sneathiellaceae",0.000171460179857812,1.59584984037518e-07,6.48043582106372e-05,0.000121257215379833,6.75520793120069e-08,7.20854617328023e-05,0.663336663336663,0.578503230843049,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae",0.0147108533125703,0.000348820349580376,0.0030297661434002,0.0188248993029533,0.00105332415664961,0.00900138517823191,0.669330669330669,0.581765246545746,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Psychromonadaceae",0.0021487674821229,6.89144713518792e-05,0.00134667691737339,0.00420334046234921,0.000124010989509814,0.00308857683818459,0.693306693306693,0.600582435578063,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Eel-36e1D6",2.28063847081473e-05,1.44052600267641e-08,1.94701255819782e-05,5.6062033497011e-05,2.96540410656248e-08,4.77606541200091e-05,0.712287712287712,0.61463064144389,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae",0.00105908740192691,1.43308826727533e-05,0.00061410788253225,0.000553096592347731,3.51632153785829e-06,0.000520082947367961,0.714285714285714,0.61463064144389,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae",0.000265686079238209,2.77785565582554e-07,8.54993945165624e-05,0.000559435190720744,3.14915367901779e-06,0.000492181461143831,0.726273726273726,0.622869887781578,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae",0.000576282454135672,1.12719135186388e-05,0.000544636854355335,4.93139708606929e-05,1.57912514434232e-08,3.48527136604037e-05,0.735264735264735,0.626418544765912,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nitrococcales|f__Nitrococcaceae",2.10827146631393e-05,1.00340456152402e-08,1.62497332895037e-05,6.13639152905241e-05,4.89518912971739e-08,6.1363915290524e-05,0.735264735264735,0.626418544765912,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales",0.000102478727922051,1.56105858072987e-07,6.4094062881499e-05,0.000172240933016835,1.68809378022283e-07,0.000113953221854166,0.743256743256743,0.631144456985077,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Fusibacteraceae",0.000459403175620904,2.61476542878623e-06,0.00026231587170243,0.00030441710498285,8.17985847705543e-07,0.000250842556766275,0.764235764235764,0.646831283784811,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae",0.0444182219989846,0.00662034192465488,0.0131992243837668,0.0613130266179432,0.0252472062487881,0.0440691818436457,0.771228771228771,0.650616831474953,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Thalassospiraceae",0.000462313150941793,1.93057660978033e-06,0.000225398863408399,0.000713224178719762,5.61450770415655e-06,0.000657179737980442,0.774225774225774,0.651017626640416,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Verrucomicrobiota|c__Kiritimatiellae|o__WCHB1-41|f__WCHB1-41",0.00035510950687851,1.67987158444285e-06,0.000210254957037931,0.000261436940893926,8.2438849677428e-07,0.000251822357529802,0.78021978021978,0.653927705432311,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Rhodothermia|o__Balneolales|f__Balneolaceae",0.00116144566929014,2.57496854317387e-05,0.000823178778173507,0.000525988638761939,1.0694909318014e-06,0.000286824917354633,0.784215784215784,0.655149777355494,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae",0.00442229053023968,8.76332453082797e-05,0.00151859739049836,0.00375648409074041,2.69009652361997e-05,0.00143850791383614,0.796203796203796,0.656958926744708,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae",1.61442387968733e-05,9.9041849605578e-09,1.61442387968733e-05,9.02323482968644e-06,1.05844396829166e-09,9.02323482968644e-06,0.796203796203796,0.656958926744708,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Stappiaceae",5.39652926075258e-06,1.10665606636204e-09,5.39652926075258e-06,1.07158420627758e-05,1.49278052448661e-09,1.07158420627758e-05,0.799200799200799,0.656958926744708,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Pla1_lineage|f__Pla1_lineage",3.76396578691147e-06,5.38362660911522e-10,3.76396578691147e-06,4.76259647234479e-06,2.94870227059084e-10,4.76259647234479e-06,0.799200799200799,0.656958926744708,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae",0.0011307352940323,5.0670677273048e-06,0.000365162823355079,0.000979107204123296,2.30582227370547e-06,0.000421154299670786,0.8001998001998,0.656958926744708,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae",0.0118252236126936,0.000506546179009735,0.00365104952109929,0.0133231392625199,0.000159041187895051,0.00349770460879539,0.804195804195804,0.656958926744708,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae",0.000402360659322425,7.85529547570127e-07,0.000143777015545649,0.000328410334467405,5.62859669653035e-07,0.000208079065899523,0.804195804195804,0.656958926744708,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae",0.126245980046518,0.00383967914554409,0.0100520738179061,0.121437545337077,0.00423619670870828,0.0180516283278061,0.81018981018981,0.658503867070113,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae",2.34454254437738e-05,2.08881430211032e-08,2.34454254437738e-05,5.45457024804658e-05,3.86780375681374e-08,5.45457024804658e-05,0.811188811188811,0.658503867070113,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae",0.000524492778876175,1.00391695554296e-05,0.000513992872043285,5.08414255935736e-05,3.36030572330295e-08,5.08414255935736e-05,0.818181818181818,0.662098553621517,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__SBR1031",0.000209179471928766,5.99716834603882e-07,0.000125626517755051,0.000139521406826308,1.93394381503716e-07,0.000121969221055565,0.848151848151848,0.683681688606954,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae",6.46364711712882e-05,1.52696362929174e-07,6.33902621878269e-05,0.000165657054080312,3.56749374365378e-07,0.000165657054080312,0.85014985014985,0.683681688606954,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Frankiales|f__Sporichthyaceae",0.000145120426496061,2.73166134858932e-07,8.47855087635127e-05,0.000115191820534768,1.29026378436255e-07,9.96248263916081e-05,0.868131868131868,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Bradymonadales|f__Bradymonadales",0.00078816475803885,3.96502480734756e-06,0.000323021296647905,0.000892307982841157,2.86335136580724e-06,0.000469316308442172,0.873126873126873,0.692387474023251,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae",0.00480652187808573,5.59716772007689e-05,0.00121364693123842,0.00436446910690571,5.37249127848087e-05,0.00203290078430587,0.874125874125874,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae",4.8858768508706e-05,6.16891351299294e-08,4.02914171119964e-05,2.03655235995186e-05,2.56746065846589e-09,1.4053361652222e-05,0.875124875124875,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae",0.0277471313925168,0.00221532729192972,0.00763531837120951,0.0299552032515163,0.000745043804347345,0.00757040698198404,0.877122877122877,0.692387474023251,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae",0.000102985582363264,3.44472131802037e-07,9.5210588171976e-05,2.8401578275689e-05,6.69342947728988e-09,2.26909495297301e-05,0.88011988011988,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Gemmatimonadota|c__PAUC43f_marine_benthic_group|o__PAUC43f_marine_benthic_group|f__PAUC43f_marine_benthic_group",4.37085187174243e-05,5.23858255517784e-08,3.71291577688714e-05,2.98907165442082e-05,5.56273878153935e-09,2.06858159905606e-05,0.881118881118881,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales",0.00244157208944317,1.36400800669614e-05,0.000599123923279944,0.00214811285822283,3.07013192771671e-05,0.00153676281331814,0.883116883116883,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae",0.000225677319800847,1.70581761579485e-06,0.00021187245516527,0.000140548372990478,2.43018809251207e-07,0.000136725105806451,0.885114885114885,0.692387474023251,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Granulosicoccales|f__Granulosicoccaceae",0.0343479936551191,0.00148676785641259,0.00625503556389527,0.0360415582897289,0.00170218969616713,0.0114427998731051,0.888111888111888,0.692633013217356,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae",0.0057455008294094,0.000123597447078862,0.0018034867331955,0.00642819682225152,0.000267834778574863,0.00453901699434904,0.898101898101898,0.698314449395135,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__BIrii41",7.17820305761915e-05,6.08323771469484e-08,4.00106489597813e-05,8.21202275420071e-05,6.65131001044017e-08,7.15289613773554e-05,0.907092907092907,0.703187327450453,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae",0.000193468597508861,2.6395316056276e-07,8.334348087453e-05,0.000205542389895427,2.83511632208363e-07,0.000147677307305324,0.911088911088911,0.704170443026039,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Microtrichales|f__Microtrichaceae",0.00314322548469528,1.72340715598446e-05,0.00067344502295531,0.00348367356341309,5.62445491712815e-05,0.0020800249475442,0.914085914085914,0.704377877367071,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Simkaniaceae",3.59751568571548e-05,1.55207640826431e-08,2.02099272653207e-05,3.61820681670164e-05,1.70188467389541e-08,3.61820681670164e-05,0.923076923076923,0.705956105278705,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae",0.00220647885821268,0.000183502648754506,0.002197502462453,0.00050569768626134,3.17824550967173e-06,0.000494449617070235,0.924075924075924,0.705956105278705,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Planctomycetota|c__BD7-11|o__BD7-11|f__BD7-11",0.000182438993424352,1.00719979253514e-06,0.000162804354052013,9.00659772058305e-05,5.71059069962541e-08,6.62779154517923e-05,0.925074925074925,0.705956105278705,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__Micavibrionaceae",0.00151706006926935,6.14619495385844e-05,0.00127177817432899,0.0008136339336677,3.3582531080651e-06,0.000508258951872816,0.927072927072927,0.705956105278705,"ns","non-infecte"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae",0.00235470900400281,6.42513162701828e-06,0.000411196317149513,0.00244354140382204,1.78416768302231e-05,0.00117151042643586,0.942057942057942,0.713687230429236,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Solimonadaceae",0.000101009098613837,2.76066993171565e-07,8.52345051779849e-05,0.00010593993249871,9.03134343739958e-08,8.33497885992408e-05,0.946053946053946,0.713687230429236,"ns","acanthocephale"
"non-infecte - acanthocephale","k__Bacteria|p__Patescibacteria|c__Parcubacteria|o__Candidatus_Campbellbacteria|f__Candidatus_Campbellbacteria",0.00242484283822602,1.74816648539393e-05,0.000678265296138444,0.0023462758595508,2.21932837551341e-05,0.0013065893285466,0.946053946053946,0.713687230429236,"ns","non-infecte"
